0 3 194 2 154
1 0 0 0 0
2 0 0 0 0
3 5 296 4 256
4 6 396 6 396
5 10 618 10 618
6 11 710 11 710
7 23 2457 12 874
8 24 10125 4 262
9 6 3185 4 262
10 6 3185 4 262
11 4 3056 2 134
12 8 3306 6 384
13 4 3056 2 134
14 5 3083 2 128
15 9 3400 6 396
16 2 2922 0 0
17 16 3850 14 928
18 3 168 2 128
19 6 450 3 231
20 11 1199 0 0
21 4 2895 0 0
22 5 362 5 362
23 10 1523 2 128
24 5 347 5 347
25 27 3081 12 820
26 14 3739 13 864
27 62 12397 4 270
28 21 15509 4 288
29 24 7322 4 244
30 5 1781 0 0
31 6 5259 2 158
32 4 8469 2 162
33 7 423 4 272
34 5 347 5 347
35 17 4132 4 304
36 16 8311 5 343
37 30 15322 4 354
38 9 420 2 140
39 4 2048 2 162
40 7 1518 2 148
41 1 40 0 0
42 0 0 0 0
43 3 219 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0 0
47 2 80 0 0
48 8 320 0 0
49 1 40 0 0
50 2 80 0 0
51 0 0 0 0
52 1 40 0 0
53 0 0 0 0
54 0 0 0 0
55 0 0 0 0
56 0 0 0 0
57 1 40 0 0
58 8 320 0 0
59 2 80 0 0
60 1 40 0 0
61 1 40 0 0
62 1 40 0 0
63 0 0 0 0
64 0 0 0 0
65 0 0 0 0
66 1 73 0 0
67 1 40 0 0
68 5 200 0 0
69 4 160 0 0
70 1 40 0 0
71 2 80 0 0
72 0 0 0 0
73 1 40 0 0
74 4 244 4 244
75 1 82 0 0
76 0 0 0 0
77 1 40 0 0
78 2 80 0 0
79 7 280 0 0
80 8 2683 5 347
81 18 4603 0 0
82 1 40 0 0
83 1 40 0 0
84 2 1888 0 0
85 0 0 0 0
86 9 7835 4 320
87 1 40 0 0
88 15 3456 6 418
89 11 532 4 252
90 0 0 0 0
91 2 2407 0 0
92 2 80 0 0
93 0 0 0 0
94 0 0 0 0
95 0 0 0 0
96 2 143 0 0
97 9 3880 4 316
98 3 166 0 0
99 7 280 0 0
100 0 0 0 0
101 1 40 0 0
102 1 40 0 0
103 1 40 0 0
104 0 0 0 0
105 0 0 0 0
106 0 0 0 0
107 3 120 0 0
108 1 40 0 0
109 6 240 0 0
110 1 40 0 0
111 1 40 0 0
112 0 0 0 0
113 2 80 0 0
114 0 0 0 0
115 0 0 0 0
116 7 499 7 499
117 22 3165 0 0
118 4 259 3 219
119 26 5223 0 0
120 3 120 0 0
121 5 2628 2 162
122 0 0 0 0
123 2 80 0 0
124 0 0 0 0
125 0 0 0 0
126 0 0 0 0
127 1 40 0 0
128 2 80 0 0
129 3 120 0 0
130 6 240 0 0
131 1 40 0 0
132 0 0 0 0
133 3 151 0 0
134 2 80 0 0
135 1 82 0 0
136 0 0 0 0
137 1 40 0 0
138 3 112 0 0
139 2 80 0 0
140 6 240 0 0
141 0 0 0 0
142 1 40 0 0
143 12 619 0 0
144 12 573 0 0
145 4 191 0 0
146 3 151 0 0
147 0 0 0 0
