0 1 61 1 61
1 7 475 7 475
2 2 120 2 120
3 5 290 4 238
4 3 170 2 118
5 14 943 13 891
6 15 925 15 925
7 10 696 10 696
8 10 656 10 656
9 13 1993 5 321
10 22 2663 17 1155
11 9 1000 6 428
12 7 572 7 572
13 4 264 3 212
14 2 122 2 122
15 4 226 2 122
16 6 414 6 414
17 2 122 2 122
18 1 61 1 61
19 1 61 1 61
20 2 122 2 122
21 4 226 2 122
22 0 0 0 0
23 1 52 0 0
24 0 0 0 0
25 2 122 2 122
26 0 0 0 0
27 0 0 0 0
28 0 0 0 0
29 0 0 0 0
30 0 0 0 0
31 1 52 0 0
32 1 52 0 0
33 1 52 0 0
34 0 0 0 0
35 0 0 0 0
36 2 122 2 122
37 0 0 0 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 9 831 7 432
42 14 885 9 540
43 3 170 2 118
44 0 0 0 0
45 2 122 2 122
46 0 0 0 0
47 0 0 0 0
48 0 0 0 0
49 4 244 4 244
50 0 0 0 0
51 3 174 2 122
52 6 348 4 244
53 0 0 0 0
54 0 0 0 0
55 0 0 0 0
56 0 0 0 0
57 3 183 3 183
58 1 61 1 61
59 0 0 0 0
60 0 0 0 0
61 0 0 0 0
62 3 156 0 0
63 0 0 0 0
64 0 0 0 0
65 0 0 0 0
66 0 0 0 0
67 0 0 0 0
68 0 0 0 0
69 0 0 0 0
70 0 0 0 0
71 1 52 0 0
72 2 104 0 0
73 2 104 0 0
74 0 0 0 0
75 0 0 0 0
76 0 0 0 0
77 4 360 4 360
78 0 0 0 0
79 0 0 0 0
80 2 122 2 122
81 0 0 0 0
82 2 104 0 0
83 1 52 0 0
84 0 0 0 0
85 0 0 0 0
86 2 122 2 122
87 0 0 0 0
88 0 0 0 0
89 0 0 0 0
90 0 0 0 0
91 0 0 0 0
92 1 52 0 0
93 2 104 0 0
94 0 0 0 0
95 4 360 4 360
96 0 0 0 0
97 0 0 0 0
98 0 0 0 0
99 0 0 0 0
100 0 0 0 0
101 4 293 0 0
102 0 0 0 0
103 3 156 0 0
104 0 0 0 0
105 0 0 0 0
106 0 0 0 0
107 0 0 0 0
108 0 0 0 0
109 0 0 0 0
110 0 0 0 0
111 0 0 0 0
112 0 0 0 0
113 2 104 0 0
114 1 52 0 0
115 0 0 0 0
116 0 0 0 0
117 0 0 0 0
118 1 32 0 0
119 0 0 0 0
120 0 0 0 0
121 0 0 0 0
122 2 122 2 122
123 2 104 0 0
124 1 52 0 0
125 0 0 0 0
126 2 104 0 0
127 2 104 0 0
128 0 0 0 0
129 0 0 0 0
130 0 0 0 0
131 0 0 0 0
132 0 0 0 0
133 0 0 0 0
134 1 52 0 0
135 0 0 0 0
136 0 0 0 0
137 0 0 0 0
138 0 0 0 0
139 0 0 0 0
140 6 482 6 482
141 0 0 0 0
142 0 0 0 0
143 0 0 0 0
144 1 52 0 0
145 2 122 2 122
146 0 0 0 0
147 0 0 0 0
148 0 0 0 0
149 0 0 0 0
150 0 0 0 0
151 0 0 0 0
152 0 0 0 0
153 0 0 0 0
154 11 796 4 292
155 0 0 0 0
156 0 0 0 0
157 0 0 0 0
158 0 0 0 0
159 1 73 1 73
160 1 73 1 73
161 0 0 0 0
162 0 0 0 0
163 0 0 0 0
164 1 52 0 0
165 0 0 0 0
166 0 0 0 0
167 0 0 0 0
168 0 0 0 0
169 4 244 4 244
170 0 0 0 0
171 0 0 0 0
172 0 0 0 0
173 4 360 4 360
174 2 113 1 61
175 2 113 1 61
176 0 0 0 0
177 0 0 0 0
178 0 0 0 0
179 0 0 0 0
180 0 0 0 0
181 0 0 0 0
182 0 0 0 0
183 0 0 0 0
184 0 0 0 0
185 0 0 0 0
186 1 52 0 0
187 0 0 0 0
188 0 0 0 0
189 0 0 0 0
190 0 0 0 0
191 0 0 0 0
192 0 0 0 0
193 0 0 0 0
194 0 0 0 0
195 0 0 0 0
196 1 52 0 0
197 0 0 0 0
198 0 0 0 0
199 0 0 0 0
200 0 0 0 0
201 2 122 2 122
202 0 0 0 0
203 4 360 4 360
204 0 0 0 0
205 0 0 0 0
206 3 174 2 122
207 0 0 0 0
208 1 61 1 61
209 1 61 1 61
210 3 219 3 219
211 1 73 1 73
212 0 0 0 0
213 0 0 0 0
214 0 0 0 0
215 0 0 0 0
216 1 52 0 0
217 0 0 0 0
218 0 0 0 0
219 0 0 0 0
220 0 0 0 0
221 0 0 0 0
222 0 0 0 0
223 0 0 0 0
224 0 0 0 0
225 0 0 0 0
226 0 0 0 0
227 5 344 4 292
228 0 0 0 0
229 0 0 0 0
230 0 0 0 0
231 0 0 0 0
232 1 73 1 73
233 1 73 1 73
234 0 0 0 0
235 0 0 0 0
236 0 0 0 0
237 1 52 0 0
238 0 0 0 0
239 0 0 0 0
240 0 0 0 0
241 3 270 3 270
242 1 90 1 90
243 0 0 0 0
244 0 0 0 0
245 0 0 0 0
246 3 241 3 241
247 2 113 1 61
248 0 0 0 0
249 0 0 0 0
250 0 0 0 0
251 0 0 0 0
252 0 0 0 0
253 0 0 0 0
254 0 0 0 0
255 0 0 0 0
256 0 0 0 0
257 1 52 0 0
258 0 0 0 0
259 0 0 0 0
260 0 0 0 0
261 2 122 2 122
262 0 0 0 0
263 0 0 0 0
264 2 136 2 136
265 13 2199 0 0
266 0 0 0 0
267 0 0 0 0
268 1 52 0 0
269 0 0 0 0
270 0 0 0 0
271 0 0 0 0
272 0 0 0 0
273 2 180 2 180
274 0 0 0 0
275 0 0 0 0
276 0 0 0 0
277 0 0 0 0
278 1 52 0 0
279 0 0 0 0
280 0 0 0 0
281 0 0 0 0
282 3 222 3 222
283 15 2000 0 0
284 0 0 0 0
285 2 139 0 0
286 0 0 0 0
287 0 0 0 0
288 1 52 0 0
289 0 0 0 0
290 0 0 0 0
291 2 122 2 122
292 0 0 0 0
293 0 0 0 0
294 0 0 0 0
295 0 0 0 0
296 0 0 0 0
297 0 0 0 0
298 1 52 0 0
299 0 0 0 0
300 0 0 0 0
301 0 0 0 0
302 0 0 0 0
303 0 0 0 0
304 0 0 0 0
305 1 90 1 90
306 1 90 1 90
307 0 0 0 0
308 0 0 0 0
309 1 52 0 0
310 0 0 0 0
311 1 52 0 0
312 0 0 0 0
313 0 0 0 0
314 0 0 0 0
315 0 0 0 0
316 0 0 0 0
317 0 0 0 0
318 0 0 0 0
319 1 52 0 0
320 0 0 0 0
321 2 151 2 151
322 2 151 2 151
323 0 0 0 0
324 0 0 0 0
325 1 52 0 0
326 0 0 0 0
327 0 0 0 0
328 0 0 0 0
329 3 174 2 122
330 0 0 0 0
331 0 0 0 0
332 0 0 0 0
333 0 0 0 0
334 0 0 0 0
335 0 0 0 0
336 0 0 0 0
337 0 0 0 0
338 0 0 0 0
339 1 52 0 0
340 0 0 0 0
341 2 143 0 0
342 0 0 0 0
343 0 0 0 0
344 0 0 0 0
345 0 0 0 0
346 0 0 0 0
347 1 73 0 0
348 0 0 0 0
349 0 0 0 0
350 1 52 0 0
351 0 0 0 0
352 0 0 0 0
353 0 0 0 0
354 0 0 0 0
355 0 0 0 0
356 3 232 2 180
357 2 180 2 180
358 0 0 0 0
359 0 0 0 0
360 1 52 0 0
361 0 0 0 0
362 0 0 0 0
363 0 0 0 0
364 0 0 0 0
365 0 0 0 0
366 0 0 0 0
367 0 0 0 0
368 1 32 0 0
369 0 0 0 0
370 1 52 0 0
371 0 0 0 0
372 0 0 0 0
373 0 0 0 0
374 0 0 0 0
375 0 0 0 0
376 0 0 0 0
377 0 0 0 0
378 0 0 0 0
379 0 0 0 0
380 2 113 1 61
381 1 61 1 61
382 0 0 0 0
383 0 0 0 0
384 0 0 0 0
385 3 270 3 270
386 1 90 1 90
387 1 52 0 0
388 0 0 0 0
389 0 0 0 0
390 0 0 0 0
391 1 52 0 0
392 0 0 0 0
393 0 0 0 0
394 0 0 0 0
395 0 0 0 0
396 0 0 0 0
397 0 0 0 0
398 0 0 0 0
399 0 0 0 0
400 2 143 0 0
401 2 104 0 0
402 0 0 0 0
403 0 0 0 0
404 0 0 0 0
405 0 0 0 0
406 0 0 0 0
407 0 0 0 0
408 0 0 0 0
409 0 0 0 0
410 1 61 1 61
411 2 113 1 61
412 0 0 0 0
413 0 0 0 0
414 0 0 0 0
415 0 0 0 0
416 0 0 0 0
417 0 0 0 0
418 3 270 3 270
419 1 90 1 90
420 0 0 0 0
421 1 52 0 0
422 0 0 0 0
423 0 0 0 0
424 0 0 0 0
425 0 0 0 0
426 0 0 0 0
427 0 0 0 0
428 0 0 0 0
429 0 0 0 0
430 0 0 0 0
431 1 52 0 0
432 0 0 0 0
433 0 0 0 0
434 0 0 0 0
435 0 0 0 0
436 0 0 0 0
437 2 104 0 0
438 0 0 0 0
439 0 0 0 0
440 0 0 0 0
441 1 61 1 61
442 2 113 1 61
443 0 0 0 0
444 0 0 0 0
445 0 0 0 0
446 0 0 0 0
447 0 0 0 0
448 0 0 0 0
449 0 0 0 0
450 0 0 0 0
451 0 0 0 0
452 4 322 3 270
453 4 309 1 90
454 0 0 0 0
455 0 0 0 0
456 0 0 0 0
457 0 0 0 0
458 0 0 0 0
459 0 0 0 0
460 0 0 0 0
461 0 0 0 0
462 1 52 0 0
463 0 0 0 0
464 0 0 0 0
465 0 0 0 0
466 0 0 0 0
467 0 0 0 0
468 0 0 0 0
469 0 0 0 0
470 0 0 0 0
471 0 0 0 0
472 1 52 0 0
473 0 0 0 0
474 0 0 0 0
475 0 0 0 0
476 0 0 0 0
477 0 0 0 0
478 0 0 0 0
479 0 0 0 0
480 0 0 0 0
481 0 0 0 0
482 0 0 0 0
483 1 52 0 0
484 3 270 3 270
485 1 90 1 90
486 0 0 0 0
487 0 0 0 0
488 0 0 0 0
489 0 0 0 0
490 0 0 0 0
491 0 0 0 0
492 0 0 0 0
493 2 84 0 0
494 1 61 1 61
495 1 61 1 61
496 0 0 0 0
497 0 0 0 0
498 0 0 0 0
499 0 0 0 0
500 0 0 0 0
501 2 122 2 122
502 0 0 0 0
503 1 52 0 0
504 0 0 0 0
505 0 0 0 0
506 0 0 0 0
507 0 0 0 0
508 0 0 0 0
509 0 0 0 0
510 0 0 0 0
511 0 0 0 0
512 0 0 0 0
513 1 52 0 0
514 0 0 0 0
515 5 399 5 399
516 3 253 3 253
517 0 0 0 0
518 0 0 0 0
519 0 0 0 0
520 0 0 0 0
521 0 0 0 0
522 0 0 0 0
523 0 0 0 0
524 1 52 0 0
525 0 0 0 0
526 0 0 0 0
527 0 0 0 0
528 0 0 0 0
529 0 0 0 0
530 0 0 0 0
531 0 0 0 0
532 0 0 0 0
533 0 0 0 0
534 1 52 0 0
535 0 0 0 0
536 0 0 0 0
537 0 0 0 0
538 0 0 0 0
539 0 0 0 0
540 0 0 0 0
541 0 0 0 0
542 0 0 0 0
543 0 0 0 0
544 1 52 0 0
545 0 0 0 0
546 0 0 0 0
547 0 0 0 0
548 0 0 0 0
549 3 270 3 270
550 1 90 1 90
551 0 0 0 0
552 0 0 0 0
553 0 0 0 0
554 2 113 1 61
555 1 61 1 61
556 0 0 0 0
557 0 0 0 0
558 0 0 0 0
559 0 0 0 0
560 0 0 0 0
561 1 61 1 61
562 4 280 4 280
563 1 73 1 73
564 0 0 0 0
565 1 52 0 0
566 0 0 0 0
567 0 0 0 0
568 0 0 0 0
569 0 0 0 0
570 0 0 0 0
571 0 0 0 0
572 0 0 0 0
573 0 0 0 0
574 0 0 0 0
575 1 52 0 0
576 1 61 1 61
577 1 61 1 61
578 0 0 0 0
579 3 270 3 270
580 1 90 1 90
581 0 0 0 0
582 0 0 0 0
583 0 0 0 0
584 0 0 0 0
585 2 139 0 0
586 0 0 0 0
587 0 0 0 0
588 1 61 1 61
589 1 61 1 61
590 0 0 0 0
591 0 0 0 0
592 1 61 1 61
593 1 61 1 61
594 0 0 0 0
595 1 52 0 0
596 0 0 0 0
597 0 0 0 0
598 0 0 0 0
599 0 0 0 0
600 0 0 0 0
601 0 0 0 0
602 0 0 0 0
603 0 0 0 0
604 0 0 0 0
605 0 0 0 0
606 1 52 0 0
607 0 0 0 0
608 0 0 0 0
609 0 0 0 0
610 2 122 2 122
611 0 0 0 0
612 0 0 0 0
613 0 0 0 0
614 0 0 0 0
615 0 0 0 0
616 1 52 0 0
617 0 0 0 0
618 0 0 0 0
619 0 0 0 0
620 0 0 0 0
621 1 61 1 61
622 1 61 1 61
623 2 180 2 180
624 2 180 2 180
625 0 0 0 0
626 1 52 0 0
627 0 0 0 0
628 0 0 0 0
629 0 0 0 0
630 0 0 0 0
631 0 0 0 0
632 0 0 0 0
633 0 0 0 0
634 0 0 0 0
635 0 0 0 0
636 1 52 0 0
637 0 0 0 0
638 0 0 0 0
639 0 0 0 0
640 2 180 2 180
641 0 0 0 0
642 0 0 0 0
643 0 0 0 0
644 0 0 0 0
645 0 0 0 0
646 0 0 0 0
647 1 52 0 0
648 0 0 0 0
649 0 0 0 0
650 0 0 0 0
651 0 0 0 0
652 2 116 0 0
653 0 0 0 0
654 0 0 0 0
655 1 90 1 90
656 1 90 1 90
657 0 0 0 0
658 0 0 0 0
659 1 61 1 61
660 2 122 2 122
661 1 61 1 61
662 1 52 0 0
663 0 0 0 0
664 0 0 0 0
665 0 0 0 0
666 0 0 0 0
667 0 0 0 0
668 0 0 0 0
669 0 0 0 0
670 2 122 2 122
671 0 0 0 0
672 1 52 0 0
673 0 0 0 0
674 0 0 0 0
675 2 122 2 122
676 0 0 0 0
677 0 0 0 0
678 0 0 0 0
679 0 0 0 0
680 0 0 0 0
681 0 0 0 0
682 2 122 2 122
683 0 0 0 0
684 0 0 0 0
685 0 0 0 0
686 0 0 0 0
687 0 0 0 0
688 0 0 0 0
689 0 0 0 0
690 0 0 0 0
691 0 0 0 0
692 0 0 0 0
693 0 0 0 0
694 0 0 0 0
695 0 0 0 0
696 0 0 0 0
697 0 0 0 0
698 2 180 2 180
699 2 180 2 180
700 0 0 0 0
701 0 0 0 0
702 0 0 0 0
703 0 0 0 0
704 0 0 0 0
705 0 0 0 0
706 0 0 0 0
707 0 0 0 0
708 0 0 0 0
709 0 0 0 0
710 0 0 0 0
711 0 0 0 0
712 0 0 0 0
713 0 0 0 0
714 2 180 2 180
715 0 0 0 0
716 0 0 0 0
717 0 0 0 0
718 0 0 0 0
719 0 0 0 0
720 0 0 0 0
721 0 0 0 0
722 0 0 0 0
723 0 0 0 0
724 0 0 0 0
725 0 0 0 0
726 0 0 0 0
727 0 0 0 0
728 0 0 0 0
729 0 0 0 0
730 0 0 0 0
731 0 0 0 0
732 0 0 0 0
733 0 0 0 0
734 0 0 0 0
735 0 0 0 0
736 0 0 0 0
737 0 0 0 0
738 0 0 0 0
739 0 0 0 0
740 0 0 0 0
741 0 0 0 0
742 1 61 1 61
743 2 93 1 61
744 0 0 0 0
745 2 180 2 180
746 1 61 1 61
747 2 122 2 122
748 1 61 1 61
749 0 0 0 0
750 0 0 0 0
751 0 0 0 0
752 0 0 0 0
753 0 0 0 0
754 0 0 0 0
755 0 0 0 0
756 0 0 0 0
757 0 0 0 0
758 0 0 0 0
759 0 0 0 0
760 0 0 0 0
