0 1 314 1 314
1 0 0 0 0
2 0 0 0 0
3 0 0 0 0
4 2 122 2 122
5 4 236 4 236
6 6 376 6 376
7 2 118 2 118
8 8 491 8 491
9 4 238 4 238
10 6 398 6 398
11 4 240 4 240
12 6 370 6 370
13 4 252 4 252
14 0 0 0 0
15 0 0 0 0
16 0 0 0 0
17 0 0 0 0
18 0 0 0 0
19 6 370 6 370
20 0 0 0 0
21 2 146 2 146
22 2 118 2 118
23 2 122 2 122
24 2 114 2 114
25 0 0 0 0
26 2 116 2 116
27 0 0 0 0
28 0 0 0 0
29 2 158 2 158
30 8 516 8 516
31 0 0 0 0
32 0 0 0 0
33 0 0 0 0
34 0 0 0 0
35 2 158 2 158
36 4 240 4 240
37 2 118 2 118
38 0 0 0 0
39 0 0 0 0
40 2 122 2 122
41 0 0 0 0
42 0 0 0 0
43 2 158 2 158
44 4 292 4 292
45 0 0 0 0
46 2 122 2 122
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 4 280 4 280
52 0 0 0 0
53 2 158 2 158
54 0 0 0 0
55 0 0 0 0
56 0 0 0 0
57 0 0 0 0
58 0 0 0 0
59 0 0 0 0
60 4 280 4 280
61 0 0 0 0
62 0 0 0 0
63 2 122 2 122
64 4 270 4 270
65 4 240 4 240
66 2 158 2 158
67 0 0 0 0
68 0 0 0 0
69 2 158 2 158
70 4 280 4 280
71 0 0 0 0
72 0 0 0 0
73 0 0 0 0
74 0 0 0 0
75 0 0 0 0
76 2 122 2 122
77 2 158 2 158
78 0 0 0 0
79 0 0 0 0
80 0 0 0 0
81 0 0 0 0
82 0 0 0 0
83 2 158 2 158
84 0 0 0 0
85 0 0 0 0
86 4 280 4 280
87 4 280 4 280
88 0 0 0 0
89 0 0 0 0
90 4 280 4 280
91 1 32 0 0
92 0 0 0 0
93 0 0 0 0
94 2 122 2 122
95 0 0 0 0
96 0 0 0 0
97 0 0 0 0
98 0 0 0 0
99 0 0 0 0
100 2 122 2 122
101 2 158 2 158
102 2 122 2 122
103 0 0 0 0
104 2 158 2 158
105 0 0 0 0
106 0 0 0 0
107 0 0 0 0
108 0 0 0 0
109 0 0 0 0
110 4 280 4 280
111 0 0 0 0
112 2 122 2 122
113 2 158 2 158
114 0 0 0 0
115 0 0 0 0
116 0 0 0 0
117 1 89 0 0
118 3 191 0 0
119 2 158 2 158
120 0 0 0 0
121 0 0 0 0
122 4 280 4 280
123 0 0 0 0
124 0 0 0 0
125 0 0 0 0
126 0 0 0 0
127 0 0 0 0
128 0 0 0 0
129 2 158 2 158
130 2 122 2 122
131 0 0 0 0
132 0 0 0 0
133 0 0 0 0
134 0 0 0 0
135 0 0 0 0
136 0 0 0 0
137 0 0 0 0
138 0 0 0 0
139 0 0 0 0
140 2 122 2 122
141 2 158 2 158
142 2 122 2 122
143 0 0 0 0
144 2 146 2 146
145 2 158 2 158
146 0 0 0 0
147 0 0 0 0
148 0 0 0 0
149 0 0 0 0
150 0 0 0 0
151 0 0 0 0
152 0 0 0 0
153 0 0 0 0
154 0 0 0 0
155 0 0 0 0
156 0 0 0 0
157 0 0 0 0
158 0 0 0 0
159 0 0 0 0
160 0 0 0 0
161 0 0 0 0
162 0 0 0 0
163 0 0 0 0
164 0 0 0 0
165 0 0 0 0
166 0 0 0 0
167 0 0 0 0
168 0 0 0 0
169 0 0 0 0
170 2 122 2 122
171 0 0 0 0
172 0 0 0 0
173 0 0 0 0
174 0 0 0 0
175 0 0 0 0
176 0 0 0 0
177 0 0 0 0
178 0 0 0 0
179 0 0 0 0
180 0 0 0 0
181 0 0 0 0
182 0 0 0 0
183 0 0 0 0
184 0 0 0 0
185 0 0 0 0
186 0 0 0 0
187 0 0 0 0
188 0 0 0 0
189 0 0 0 0
190 0 0 0 0
191 0 0 0 0
192 0 0 0 0
193 0 0 0 0
194 0 0 0 0
195 0 0 0 0
196 0 0 0 0
197 0 0 0 0
198 2 122 2 122
199 0 0 0 0
200 2 122 2 122
201 0 0 0 0
202 0 0 0 0
203 0 0 0 0
204 0 0 0 0
205 0 0 0 0
206 0 0 0 0
207 0 0 0 0
208 0 0 0 0
209 0 0 0 0
210 0 0 0 0
211 0 0 0 0
212 0 0 0 0
